Date/Time,Word Count,en,ko
2026.05.23-18.25.05,1553,1553,0
2026.05.23-18.31.08,1553,1553,1553
2026.05.26-17.38.56,1496,1496,1363
2026.05.26-17.43.00,1496,1496,1406
2026.05.26-17.44.47,1496,1496,1496
2026.05.28-00.11.47,1519,1519,1493
2026.05.28-00.16.11,1519,1519,1519
